no;gender;party;educ;health_ins7;jobs_guar7;gov_services7;FS_poor3;FS_childcare3;FS_crime3;FS_publicschools3;FS_welfare3;FS_envir3;FS_socsec3
1723;2;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1724;1;independent;1;3;4;5;1;1;1;1;1;1;1
1725;1;independent;1;3;4;4;1;1;2;1;3;2;1
1726;2;Republican;2;NA;NA;NA;3;3;1;1;3;2;2
1727;2;independent;1;NA;NA;7;2;1;1;1;2;2;1
1728;2;independent;1;NA;NA;NA;2;1;1;1;2;1;1
1729;2;independent;1;NA;NA;NA;1;3;1;1;1;1;1
1730;2;independent;1;NA;NA;NA;3;2;1;1;3;2;1
1731;2;Democrat;1;NA;NA;NA;1;NA;1;1;3;2;1
1732;2;Democrat;2;NA;NA;NA;2;1;1;1;2;1;1
1733;1;Democrat;2;4;5;4;1;2;1;1;2;1;1
1734;2;Democrat;1;NA;NA;NA;1;1;1;1;3;3;1
1735;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1736;2;independent;1;1;7;7;1;1;1;1;2;1;1
1737;1;Republican;2;NA;NA;NA;NA;2;1;1;2;1;2
1738;1;Democrat;2;4;4;2;3;2;2;3;3;2;2
1739;1;Republican;1;1;4;4;2;2;2;2;2;2;2
1740;1;Republican;2;5;3;4;2;2;1;2;3;2;1
1741;1;Republican;1;4;5;2;1;1;1;1;3;2;2
1742;2;Democrat;1;NA;NA;NA;1;1;3;1;2;1;1
1743;1;Democrat;1;4;6;5;2;1;1;1;2;1;2
1744;2;Democrat;2;4;4;4;2;1;1;1;2;1;2
1745;1;Democrat;1;4;4;5;1;2;1;1;2;1;1
1746;2;independent;1;NA;NA;NA;2;1;1;3;1;2;2
1747;2;Democrat;2;NA;NA;NA;1;1;NA;1;NA;NA;1
1748;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1749;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1750;2;Democrat;2;5;4;4;1;1;2;1;3;2;1
1751;1;Democrat;2;NA;NA;NA;1;1;1;1;2;1;1
1752;2;Democrat;1;NA;5;NA;1;1;1;1;1;1;1
1753;1;Republican;1;NA;NA;NA;1;1;1;1;3;3;1
1754;2;Democrat;1;1;1;6;1;1;1;1;2;1;1
1755;2;Democrat;2;NA;2;6;1;1;1;1;1;1;1
1756;2;independent;2;NA;NA;NA;1;1;1;1;1;1;1
1757;2;Democrat;1;7;5;NA;3;3;3;2;3;3;3
1758;2;Democrat;1;1;1;7;1;1;1;1;1;1;1
1759;2;Democrat;2;4;5;4;1;2;1;1;2;1;1
1760;2;Democrat;1;NA;NA;NA;2;1;1;2;2;1;2
1761;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1762;2;Democrat;2;1;6;7;1;1;1;1;1;1;1
1763;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1764;2;Democrat;1;NA;NA;NA;1;1;1;1;2;2;1
1765;2;independent;1;7;4;NA;1;1;1;1;1;1;1
1766;2;Democrat;2;NA;NA;NA;1;1;1;1;3;1;1
1767;1;Democrat;1;4;7;6;1;1;1;1;2;1;1
1768;2;Republican;2;4;7;3;3;2;1;2;3;3;2
1769;2;independent;1;1;6;7;1;1;2;1;3;2;3
1770;1;Democrat;1;1;3;7;2;2;3;2;2;3;2
1771;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1772;2;Democrat;1;NA;NA;NA;1;1;1;1;NA;1;1
1773;2;Democrat;1;4;4;7;1;1;1;1;2;1;1
1774;2;independent;1;5;5;5;1;1;1;2;2;2;1
1775;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1776;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
1777;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1778;1;independent;1;NA;NA;NA;1;1;1;1;2;2;2
1779;2;Democrat;1;NA;7;NA;1;2;1;2;3;3;1
1780;2;Republican;1;NA;NA;NA;1;1;1;1;1;2;1
1781;1;Democrat;2;1;4;4;1;1;1;1;1;1;1
1782;2;Democrat;1;NA;NA;NA;1;1;1;1;2;2;1
1783;1;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
1784;2;Democrat;2;7;3;7;1;1;1;1;3;1;1
1785;2;independent;1;1;1;7;1;2;3;1;2;1;1
1786;2;Democrat;1;NA;NA;NA;3;2;1;2;2;2;2
1787;2;Democrat;2;3;4;7;1;1;1;1;1;1;1
1788;2;Republican;2;NA;NA;NA;2;1;1;1;2;2;1
1789;2;Republican;2;7;7;2;3;2;2;1;3;2;2
1790;1;independent;2;3;5;5;1;1;1;1;1;1;1
1791;2;Republican;2;5;7;NA;2;3;1;1;3;2;1
1792;2;independent;2;NA;NA;NA;2;2;2;2;3;2;2
1793;2;Republican;2;4;5;3;1;1;1;1;3;1;1
1794;1;Republican;2;NA;NA;NA;3;3;2;1;2;1;3
1795;1;Republican;2;6;5;2;2;2;2;3;3;3;2
1796;1;independent;2;NA;NA;NA;2;2;2;2;3;3;2
1797;2;independent;2;NA;4;7;2;2;3;1;2;2;1
1798;2;independent;2;NA;NA;NA;1;2;2;1;3;2;2
1799;1;independent;1;NA;NA;NA;1;2;1;1;2;1;2
1800;2;Democrat;2;4;NA;3;2;3;2;1;3;3;1
1801;1;independent;1;1;1;7;1;1;1;3;2;1;1
1802;1;independent;1;NA;NA;NA;1;1;1;1;2;1;1
1803;2;independent;2;4;6;NA;1;1;1;1;2;1;1
1804;1;independent;1;NA;6;2;2;2;1;1;3;2;1
1805;1;independent;1;6;NA;NA;1;1;1;1;2;1;2
1806;2;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1807;1;Republican;2;7;7;2;2;2;1;1;2;1;1
1808;1;Republican;2;NA;NA;NA;1;1;1;2;2;1;1
1809;1;independent;2;6;7;1;3;3;3;3;3;3;NA
1810;2;Republican;2;NA;NA;NA;1;1;1;1;1;1;2
1811;1;independent;2;NA;NA;NA;2;2;2;2;3;2;2
1812;2;Republican;1;6;6;3;3;2;1;1;3;2;1
1813;2;Republican;2;NA;NA;NA;1;1;2;1;2;1;1
1814;1;Republican;2;6;7;2;1;2;1;1;2;1;1
1815;2;Republican;2;NA;NA;NA;2;1;1;2;2;2;2
1816;2;Republican;2;6;7;1;2;2;1;1;3;1;2
1817;2;Republican;2;3;5;2;2;2;1;2;2;1;1
1818;2;Republican;2;5;4;4;2;2;1;1;2;1;2
1819;2;Republican;2;5;6;5;1;2;1;1;2;1;1
1820;2;Republican;2;NA;NA;NA;1;2;2;1;2;2;1
1821;1;independent;2;NA;NA;NA;1;2;1;1;2;1;2
1822;2;Republican;2;NA;NA;NA;2;3;2;2;3;3;2
1823;2;Republican;2;NA;NA;NA;2;2;2;1;2;1;2
1824;1;Democrat;1;NA;NA;NA;1;1;1;1;3;1;1
1825;2;Republican;2;NA;NA;NA;2;2;1;1;2;2;1
1826;1;independent;1;7;7;4;2;2;1;2;3;1;1
1827;1;Republican;2;NA;NA;NA;2;2;1;2;3;2;1
1828;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1829;1;Republican;2;7;7;1;2;3;3;3;3;3;2
1830;2;Democrat;2;NA;NA;NA;1;2;1;1;2;1;1
1831;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1832;2;Republican;1;2;6;5;1;1;1;1;3;1;1
1833;2;independent;2;NA;NA;NA;1;1;1;1;1;1;1
1834;1;Republican;2;4;6;3;1;1;1;1;3;1;1
1835;1;Democrat;1;NA;NA;NA;3;3;3;1;3;1;1
1836;1;independent;1;2;4;7;2;1;1;1;2;1;1
1837;1;independent;1;NA;NA;NA;1;2;1;2;1;1;1
1838;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1839;2;independent;1;NA;NA;NA;2;1;2;1;3;3;2
1840;2;independent;1;7;1;NA;2;1;1;1;2;1;2
1841;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1842;1;Democrat;1;4;4;5;1;1;1;1;3;1;1
1843;2;independent;1;NA;NA;NA;1;1;3;1;2;1;1
1844;2;Democrat;1;1;1;NA;1;1;1;1;1;1;1
1845;2;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1846;2;Democrat;1;NA;NA;NA;1;1;2;1;1;1;1
1847;2;Democrat;1;1;1;3;1;1;1;1;1;1;1
1848;2;independent;1;NA;NA;NA;1;1;1;1;3;1;1
1849;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1850;2;Democrat;2;3;1;7;1;1;1;1;1;1;1
1851;1;independent;1;NA;NA;NA;1;1;2;1;1;1;1
1852;2;independent;2;4;4;4;1;1;1;1;1;2;1
1853;2;Democrat;2;5;3;7;1;1;1;1;2;1;1
1854;1;Democrat;1;2;NA;NA;1;1;2;1;1;1;2
1855;1;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1856;1;independent;1;NA;NA;NA;2;2;1;1;2;1;1
1857;2;independent;2;NA;NA;NA;1;1;1;1;3;1;1
1858;2;independent;1;NA;NA;NA;2;2;2;2;2;2;2
1859;1;independent;1;NA;NA;NA;1;1;1;1;2;1;1
1860;2;Republican;2;NA;NA;NA;2;2;2;2;3;2;2
1861;2;Democrat;1;6;NA;NA;1;1;2;1;1;1;1
1862;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1863;2;independent;1;NA;NA;NA;1;1;1;2;1;2;1
1864;1;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1865;2;Democrat;2;4;NA;NA;1;1;1;2;1;1;1
1866;2;independent;2;5;4;2;3;3;1;2;3;2;2
1867;2;Democrat;1;4;6;4;2;1;1;1;NA;1;1
1868;2;Democrat;1;NA;NA;NA;1;NA;1;1;1;NA;1
1869;1;Democrat;2;3;2;5;1;1;1;1;1;1;1
1870;2;independent;1;2;3;NA;1;1;1;1;1;NA;1
1871;1;Democrat;1;NA;NA;NA;1;1;1;1;2;1;2
1872;1;Democrat;2;1;2;6;1;1;1;1;1;1;1
1873;2;independent;1;1;3;NA;1;1;1;1;1;1;1
1874;2;Republican;1;7;7;4;3;3;1;2;3;3;1
1875;1;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
1876;2;Republican;2;NA;NA;NA;1;1;1;1;3;2;1
1877;2;independent;1;4;4;NA;1;2;1;2;2;1;1
1878;2;Democrat;2;4;2;4;NA;2;1;2;NA;2;NA
1879;2;Democrat;2;NA;NA;NA;1;2;1;1;2;2;1
1880;1;independent;2;5;1;3;1;1;1;1;1;1;2
1881;1;Democrat;2;1;1;7;1;2;1;1;2;1;1
1882;2;independent;1;7;1;4;1;3;1;1;3;1;1
1883;2;Democrat;2;NA;NA;NA;2;1;1;1;3;1;2
1884;1;Democrat;1;4;3;7;1;1;1;1;2;1;1
1885;2;Democrat;1;1;4;5;1;1;2;2;3;1;2
1886;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1887;2;Democrat;2;NA;NA;NA;1;1;2;1;2;1;2
1888;2;Republican;2;5;7;3;1;1;1;1;3;1;2
1889;1;independent;2;NA;NA;NA;3;3;2;3;3;2;2
1890;2;independent;1;NA;NA;NA;1;1;2;1;2;1;1
1891;1;independent;2;NA;NA;NA;2;1;1;1;3;1;2
1892;1;independent;2;NA;NA;NA;1;1;1;1;1;1;1
1893;2;independent;2;4;2;NA;1;1;1;1;1;1;2
1894;2;Republican;2;4;5;6;NA;1;1;1;2;1;1
1895;1;independent;2;1;3;7;2;1;1;1;1;1;2
1896;1;Republican;2;NA;NA;NA;1;1;2;1;2;1;1
1897;1;independent;2;NA;NA;NA;1;NA;1;1;2;2;2
1898;2;Republican;2;NA;NA;NA;3;3;1;3;3;3;3
1899;1;Democrat;2;NA;NA;NA;2;2;3;1;2;1;2
1900;2;Democrat;2;4;NA;NA;2;1;1;1;2;1;1
1901;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1902;2;independent;2;5;7;7;1;1;1;2;3;1;1
1903;2;Democrat;2;NA;NA;NA;1;1;2;1;1;1;1
1904;2;independent;1;NA;NA;NA;1;1;1;1;2;NA;1
1905;1;independent;2;NA;NA;NA;1;2;1;1;3;2;2
1906;2;independent;1;7;7;1;3;2;2;2;3;3;3
1907;2;independent;2;5;5;4;1;1;1;1;3;1;1
1908;2;independent;2;NA;NA;NA;1;1;2;1;3;1;3
1909;2;independent;2;2;4;6;2;2;2;1;2;1;2
1910;2;Republican;2;6;NA;3;2;2;2;1;2;1;1
1911;2;Democrat;2;NA;NA;NA;1;1;2;2;1;2;2
1912;1;Republican;2;NA;NA;NA;2;1;2;1;3;3;2
1913;2;Republican;2;5;6;5;3;1;2;2;3;3;2
1914;1;independent;1;2;2;6;3;2;1;3;2;3;3
1915;2;Republican;2;NA;NA;NA;2;1;2;2;2;2;1
1916;1;independent;2;NA;NA;NA;1;1;1;1;2;1;3
1917;2;Democrat;2;1;NA;4;2;2;1;1;2;1;1
1918;2;independent;1;NA;NA;NA;1;1;1;1;2;1;2
1919;2;independent;1;NA;NA;NA;1;1;1;1;2;1;1
1920;2;independent;2;4;NA;4;1;1;1;1;1;1;1
1921;2;independent;1;1;1;6;1;1;2;1;1;2;1
1922;1;independent;1;6;1;1;1;1;2;1;2;1;1
1923;2;Republican;2;NA;NA;NA;1;2;1;1;2;2;1
1924;2;independent;1;NA;7;5;1;1;1;3;3;2;1
1925;2;independent;1;NA;NA;NA;1;1;2;1;1;1;1
1926;1;independent;2;5;4;2;2;2;3;2;3;3;2
1927;1;independent;1;NA;NA;NA;1;1;1;1;1;1;2
1928;1;independent;1;NA;NA;NA;1;1;1;1;1;1;2
1929;2;Republican;2;NA;NA;NA;1;2;1;1;2;2;1
1930;2;independent;1;3;5;4;3;1;1;1;3;2;2
1931;2;Democrat;2;3;2;6;1;2;1;1;3;2;1
1932;1;independent;2;2;2;4;1;2;1;1;2;1;2
1933;2;Republican;2;5;6;2;2;2;1;2;2;2;2
1934;1;independent;1;NA;NA;NA;2;1;1;1;2;2;1
1935;2;independent;2;NA;NA;NA;2;2;1;1;2;2;2
1936;2;independent;1;1;NA;6;1;1;1;1;1;1;1
1937;1;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1938;1;independent;2;4;4;4;1;2;2;1;2;2;1
1939;1;independent;1;NA;NA;NA;1;1;1;1;3;1;1
1940;2;independent;2;5;6;NA;1;1;1;1;2;1;2
1941;2;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1942;2;Republican;2;NA;NA;NA;1;1;1;1;2;1;1
1943;1;Republican;2;4;6;4;1;2;1;2;3;1;1
1944;1;independent;2;NA;NA;NA;3;3;2;3;3;NA;NA
1945;1;Democrat;1;5;5;4;1;1;2;1;3;1;2
1946;1;independent;2;NA;NA;NA;1;1;2;1;1;1;3
1947;1;independent;2;4;4;4;2;2;2;2;2;1;2
1948;1;Democrat;1;4;1;7;1;1;1;1;1;1;1
1949;2;Democrat;1;1;1;6;1;1;1;1;1;1;1
1950;1;Republican;2;NA;NA;NA;2;1;1;1;3;1;NA
1951;1;independent;2;2;3;5;1;1;2;1;2;2;1
1952;1;Republican;2;NA;NA;NA;3;2;1;2;3;1;1
1953;2;independent;2;NA;NA;NA;1;NA;1;1;NA;1;1
1954;1;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1955;2;Democrat;1;1;1;NA;1;1;1;3;2;2;2
1956;2;Republican;1;NA;NA;NA;2;2;1;1;2;1;1
1957;2;Republican;2;NA;4;5;1;2;2;2;2;1;NA
1958;1;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1959;2;independent;2;NA;NA;NA;2;2;2;1;2;2;1
1960;1;Republican;2;NA;NA;NA;2;2;1;2;3;2;2
1961;2;Republican;1;NA;NA;NA;1;1;1;1;1;1;1
1962;2;Democrat;2;NA;NA;NA;1;2;1;3;1;1;1
1963;2;Democrat;2;NA;NA;NA;2;2;1;2;2;2;2
1964;2;Democrat;2;2;2;5;1;2;1;1;3;1;1
1965;2;Democrat;1;1;4;7;2;3;1;1;3;1;1
1966;2;independent;2;1;1;5;1;1;1;1;2;1;1
1967;1;Democrat;1;6;1;NA;1;2;1;2;2;1;1
1968;2;Democrat;1;NA;NA;NA;1;1;3;2;1;2;1
1969;2;independent;2;NA;NA;NA;1;1;2;1;2;1;1
1970;2;Democrat;2;NA;NA;NA;1;2;1;1;1;2;1
1971;2;Democrat;2;5;5;4;2;3;2;2;3;1;1
1972;1;independent;2;NA;NA;NA;1;1;1;1;2;1;1
1973;2;Republican;2;NA;5;NA;1;1;1;1;2;1;1
1974;2;independent;1;NA;NA;NA;1;2;2;2;2;2;1
1975;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1976;1;independent;2;NA;NA;NA;1;2;1;1;2;2;2
1977;2;Democrat;2;4;4;7;1;1;1;1;2;1;1
1978;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
1979;1;independent;1;5;5;3;2;2;1;1;3;2;2
1980;1;Republican;2;5;5;5;1;1;1;1;2;1;2
1981;1;independent;2;7;7;4;1;1;1;1;1;2;1
1982;2;Democrat;2;NA;NA;NA;2;1;2;1;1;2;1
1983;2;Republican;2;NA;NA;NA;1;1;1;1;2;2;1
1984;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1985;2;independent;2;1;NA;7;1;2;3;1;1;1;1
1986;1;Democrat;2;5;6;3;3;2;1;3;2;3;3
1987;2;independent;1;2;5;5;1;1;1;1;1;1;1
1988;2;independent;2;4;3;4;2;3;1;1;3;1;1
1989;2;Democrat;1;NA;NA;NA;1;1;1;1;2;2;1
1990;1;Democrat;2;NA;NA;NA;1;1;1;1;2;1;1
1991;2;independent;2;5;5;3;1;1;1;2;3;2;2
1992;2;Democrat;1;NA;NA;NA;1;2;1;1;1;2;1
1993;1;independent;1;5;6;7;1;1;1;1;2;1;1
1994;1;Democrat;2;NA;NA;NA;1;2;2;1;3;1;1
1995;2;Democrat;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1
1996;2;independent;2;NA;NA;NA;1;2;1;1;3;1;1
1997;1;independent;1;NA;NA;NA;1;1;1;1;3;3;1
1998;2;Democrat;1;6;5;NA;1;1;1;1;1;1;1
1999;2;independent;2;5;6;4;2;2;2;2;3;2;1
2000;2;independent;1;NA;NA;NA;2;2;1;2;2;2;2
2001;1;independent;2;6;6;4;1;3;1;1;2;NA;1
2002;2;independent;1;4;2;5;1;1;1;3;1;1;1
2003;2;Republican;1;NA;NA;NA;1;1;2;1;2;2;1
2004;1;Democrat;1;NA;NA;NA;1;1;2;1;2;1;1
2005;2;Republican;2;NA;NA;NA;2;2;1;1;2;2;1
2006;1;Democrat;2;3;5;5;2;2;2;1;2;2;2
2007;2;Democrat;2;4;4;7;1;2;1;1;1;2;1
2008;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
2009;2;Republican;2;NA;NA;NA;1;2;2;1;2;2;2
2010;2;Democrat;2;4;3;4;1;1;1;1;3;1;1
2011;2;independent;1;NA;NA;NA;1;1;3;1;3;1;1
2012;2;Democrat;2;NA;NA;NA;1;2;1;1;2;2;1
2013;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
2014;1;Democrat;1;NA;NA;NA;1;1;1;2;2;1;1
2015;2;independent;1;NA;NA;NA;2;2;2;3;2;2;3
2016;2;Democrat;1;4;5;4;1;1;1;1;1;1;1
2017;2;Democrat;2;1;1;4;1;1;1;1;1;1;1
2018;1;Democrat;1;NA;NA;NA;2;2;1;1;3;1;2
2019;2;Democrat;2;NA;NA;NA;1;1;1;1;3;1;1
2020;1;independent;1;1;1;NA;1;1;1;1;1;1;1
2021;2;Democrat;1;4;4;4;2;2;2;1;2;2;2
2022;1;independent;2;NA;NA;NA;3;3;2;1;3;1;NA
2023;2;Democrat;2;NA;NA;NA;2;1;1;1;2;1;1
2024;2;Democrat;2;NA;NA;NA;2;3;1;1;3;2;1
2025;2;Democrat;2;NA;4;5;1;1;1;1;2;1;2
2026;1;independent;2;NA;NA;NA;1;2;1;1;3;1;1
2027;2;independent;2;6;6;NA;1;2;1;1;2;1;1
2028;1;Republican;1;NA;6;4;1;2;2;1;2;2;2
2029;2;Democrat;2;4;4;3;2;2;1;1;3;1;1
2030;1;Republican;1;7;7;2;3;1;1;3;3;1;1
2031;2;independent;2;NA;7;3;2;1;1;1;2;1;2
2032;2;Republican;2;NA;NA;NA;3;1;3;2;3;1;1
2033;1;independent;2;5;6;5;1;1;1;1;1;1;1
2034;1;Democrat;1;2;NA;4;2;2;1;2;2;2;1
2035;1;independent;1;NA;NA;NA;1;1;1;1;2;2;1
2036;2;independent;1;NA;NA;NA;1;1;1;2;1;1;1
2037;2;independent;2;NA;NA;NA;1;1;1;1;3;1;2
2038;2;independent;1;3;NA;NA;1;2;1;1;2;2;1
2039;1;independent;2;4;5;4;3;2;2;1;1;1;1
2040;2;independent;1;1;1;4;1;1;1;1;2;1;1
2041;1;independent;1;NA;NA;NA;1;1;1;1;2;1;2
2042;2;independent;1;NA;NA;NA;2;2;1;2;3;1;2
2043;2;Democrat;1;NA;NA;NA;1;2;1;1;3;1;1
2044;2;independent;1;NA;NA;NA;3;3;1;2;2;1;2
2045;1;Republican;2;NA;NA;NA;2;1;2;1;1;1;1
2046;2;independent;1;NA;NA;NA;1;3;1;1;1;2;1
2047;2;Democrat;1;1;2;4;1;1;1;1;3;1;1
2048;1;Democrat;1;NA;NA;NA;1;1;1;1;3;1;1
2049;1;Democrat;1;7;1;NA;3;3;1;1;3;1;1
2050;2;independent;1;NA;NA;NA;1;1;1;2;2;1;2
2051;2;Democrat;1;5;5;4;1;1;1;1;1;1;1
2052;1;Democrat;1;NA;NA;NA;1;2;2;2;2;2;1
2053;2;Democrat;1;NA;4;4;2;2;1;2;2;3;2
2054;2;Democrat;1;NA;NA;NA;1;1;1;2;2;1;2
2055;1;independent;1;NA;NA;NA;1;1;3;1;2;1;1
2056;1;Democrat;1;6;6;NA;1;1;1;1;1;1;1
2057;2;Democrat;2;2;4;5;1;1;1;1;2;1;1
2058;1;independent;2;NA;NA;NA;1;1;1;1;2;3;1
2059;1;Democrat;2;NA;NA;NA;NA;3;1;1;3;1;1
2060;2;Republican;1;NA;NA;NA;1;1;2;2;2;2;2
2061;2;Democrat;1;1;7;5;1;1;1;1;2;1;1
2062;1;independent;1;NA;NA;NA;2;2;2;2;2;2;2
2063;2;independent;1;NA;NA;NA;1;1;1;1;1;1;1
2064;2;Democrat;2;6;5;6;1;2;2;2;3;1;1
2065;2;Democrat;1;NA;NA;NA;1;1;3;1;1;1;1
2066;1;independent;2;6;6;5;1;2;1;1;2;1;1
2067;1;independent;2;NA;NA;NA;1;2;1;1;1;1;1
2068;2;Democrat;1;3;2;NA;1;1;1;1;1;1;1
2069;1;independent;1;NA;NA;NA;2;2;1;2;3;1;1
2070;2;Democrat;1;4;4;5;1;3;1;1;1;3;1
2071;2;independent;2;3;2;NA;1;1;1;1;3;1;1
2072;1;Democrat;1;6;4;4;1;1;1;1;1;1;1
2073;1;Democrat;1;1;1;7;1;1;1;1;1;1;1
2074;2;Democrat;1;NA;NA;NA;1;1;1;2;3;1;1
2075;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;2
2076;1;independent;1;1;4;5;2;2;1;1;2;1;2
2077;1;Republican;1;NA;NA;NA;1;1;1;1;1;2;1
2078;1;Democrat;1;NA;5;4;1;1;1;1;1;1;1
2079;1;independent;1;6;NA;5;2;1;2;1;1;2;1
2080;2;Democrat;2;5;6;3;3;2;1;2;3;1;1
2081;1;independent;1;NA;NA;NA;3;1;1;2;1;1;1
2082;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
2083;2;independent;1;NA;NA;NA;1;1;1;1;1;1;1
2084;1;independent;1;1;4;NA;2;1;2;1;2;1;1
2085;2;Republican;1;1;5;NA;1;2;1;1;1;3;2
2086;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
2087;2;Democrat;2;NA;NA;NA;2;2;1;1;1;1;1
2088;1;Democrat;1;NA;NA;NA;1;1;3;1;1;2;1
2089;1;Democrat;2;6;5;5;1;1;1;1;1;1;1
2090;2;Democrat;2;NA;NA;NA;2;2;2;1;3;2;2
2091;2;independent;1;3;3;4;1;1;1;1;2;1;2
2092;1;Republican;1;7;7;1;1;2;1;1;3;1;1
2093;1;independent;1;3;3;4;1;1;1;1;NA;1;1
2094;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
2095;2;Republican;1;NA;NA;NA;1;1;1;1;1;1;1
2096;1;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
2097;2;independent;1;NA;NA;NA;1;1;3;2;3;1;2
2098;2;Democrat;2;7;3;4;1;1;1;1;1;1;1
2099;2;independent;1;NA;NA;NA;1;1;1;1;2;NA;1
2100;1;independent;1;NA;NA;NA;1;1;1;2;2;1;1
2101;2;Democrat;1;7;7;7;1;1;1;1;1;1;1
2102;2;independent;2;6;4;5;1;1;1;1;1;1;1
2103;1;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
2104;1;independent;1;NA;NA;NA;1;1;1;2;3;1;2
2105;2;independent;1;NA;NA;NA;1;2;1;2;2;2;2
2106;2;Democrat;1;NA;NA;NA;1;2;1;1;1;1;1
2107;2;Democrat;1;1;1;7;1;1;3;1;1;1;1
2108;1;independent;1;NA;NA;NA;1;1;1;1;1;1;2
2109;2;independent;1;5;NA;5;2;1;1;2;1;1;2
2110;1;independent;1;NA;NA;NA;1;1;1;1;2;1;1
2111;1;Democrat;1;1;5;6;1;1;1;1;2;1;1
2112;2;independent;1;1;7;7;1;1;3;1;1;1;1
2113;1;independent;1;NA;NA;NA;1;1;3;1;1;1;1
2114;2;independent;2;NA;NA;NA;1;1;1;1;1;1;2
2115;1;Democrat;1;3;7;5;1;1;1;1;1;1;1
2116;2;independent;2;NA;NA;NA;NA;1;NA;1;NA;1;NA
2117;2;independent;2;NA;NA;NA;1;1;1;1;1;1;1
2118;2;Democrat;1;NA;NA;NA;1;1;2;1;2;1;2
2119;1;independent;2;7;7;7;2;1;2;1;3;1;2
2120;2;Democrat;2;4;3;6;1;2;2;1;1;1;2
2121;1;independent;2;NA;NA;NA;1;2;1;1;2;1;1
2122;1;independent;1;NA;NA;NA;1;3;1;1;2;1;NA
2123;2;Democrat;1;3;4;4;1;1;1;1;1;2;1
2124;1;Republican;2;7;6;1;3;2;1;1;3;2;3
2125;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
2126;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
2127;2;Republican;2;NA;NA;NA;2;2;1;1;3;2;2
2128;2;Democrat;2;NA;NA;NA;1;2;2;1;2;1;2
2129;1;Republican;1;5;6;4;2;2;1;2;2;1;1
2130;2;independent;2;5;1;4;1;1;1;1;1;1;1
2131;1;Democrat;1;NA;NA;NA;2;1;1;1;1;1;2
2132;2;independent;2;NA;NA;NA;1;1;1;1;1;1;1
2133;1;Democrat;1;1;3;7;1;1;1;1;3;2;1
2134;2;independent;2;NA;NA;NA;2;1;1;1;3;1;1
2135;1;independent;1;2;1;3;2;1;2;2;2;2;2
2136;2;independent;1;NA;NA;NA;1;1;1;1;1;1;1
2137;2;Democrat;1;NA;NA;NA;1;2;1;2;1;1;1
2138;1;independent;1;1;6;NA;2;1;1;1;3;2;1
2139;2;independent;1;NA;NA;NA;1;2;1;1;1;NA;1
2140;2;independent;1;NA;NA;NA;2;1;1;1;1;1;1
2141;2;independent;2;4;5;4;1;3;1;1;NA;1;2
2142;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
2143;2;Democrat;2;3;4;6;1;1;2;1;1;1;1
2144;2;Republican;2;NA;NA;NA;2;1;2;1;3;1;2
2145;2;Democrat;2;3;3;7;1;1;2;1;1;1;1
